Aasta,Sugu,Elukoht,Vanuserühm,Kokku,Alla 1 aasta,1 aasta,2 aastat,3 aastat,4 aastat,5 aastat,6 aastat,7 aastat,8 aastat,9 aastat,10-14 aastat,15-19 aastat,20 ja enam aastat,Abielu kestus teadmata
2018,Mehed,Elukoht Eestis,Vanuserühmad kokku,3040,67,162,160,183,167,143,112,90,106,90,430,221,593,516
2018,Mehed,Elukoht Eestis,15-19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,Elukoht Eestis,20-24,45,5,17,12,5,4,0,0,0,0,0,0,0,0,2
2018,Mehed,Elukoht Eestis,25-29,227,17,29,39,37,32,17,11,2,3,2,1,0,0,37
2018,Mehed,Elukoht Eestis,30-34,485,10,61,43,59,53,43,28,29,27,20,41,0,0,71
2018,Mehed,Elukoht Eestis,35-39,522,16,21,32,33,34,39,31,18,31,25,112,31,0,99
2018,Mehed,Elukoht Eestis,40-44,510,8,19,17,23,26,22,17,19,24,17,137,91,39,51
2018,Mehed,Elukoht Eestis,45-49,435,7,5,4,9,8,12,12,14,9,15,68,57,138,77
2018,Mehed,Elukoht Eestis,50-54,302,2,4,5,11,5,6,7,6,7,4,33,25,127,60
2018,Mehed,Elukoht Eestis,55-59,227,2,3,6,5,3,0,3,1,3,5,14,9,119,54
2018,Mehed,Elukoht Eestis,60-64,141,0,0,1,0,1,1,2,0,1,2,16,4,80,33
2018,Mehed,Elukoht Eestis,65-69,75,0,1,1,0,1,2,1,1,1,0,5,1,43,18
2018,Mehed,Elukoht Eestis,70-74,41,0,0,0,0,0,1,0,0,0,0,2,2,27,9
2018,Mehed,Elukoht Eestis,75 ja vanemad,29,0,1,0,1,0,0,0,0,0,0,1,1,20,5
2018,Mehed,Elukoht Eestis,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,Vanuserühmad kokku,2209,49,121,130,151,128,110,81,71,87,69,308,162,389,353
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,15-19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,20-24,32,2,12,9,5,3,0,0,0,0,0,0,0,0,1
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,25-29,180,15,23,32,31,26,13,9,1,3,2,1,0,0,24
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,30-34,396,8,51,37,52,42,34,18,24,22,16,32,0,0,60
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,35-39,384,10,13,25,26,24,28,23,15,23,20,80,21,0,76
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,40-44,375,6,13,14,19,19,17,13,13,20,14,98,69,27,33
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,45-49,296,5,4,3,6,5,10,7,12,8,10,48,42,88,48
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,50-54,207,1,2,5,8,4,6,6,4,6,3,22,17,84,39
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,55-59,150,2,2,5,3,3,0,2,1,3,3,11,5,77,33
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,60-64,89,0,0,0,0,1,0,2,0,1,1,10,4,54,16
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,65-69,51,0,0,0,0,1,1,1,1,1,0,4,1,29,12
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,70-74,26,0,0,0,0,0,1,0,0,0,0,1,2,15,7
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,75 ja vanemad,22,0,0,0,1,0,0,0,0,0,0,1,1,15,4
2018,Mehed,linnaline ja väikelinnaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,maaline asustuspiirkond,Vanuserühmad kokku,828,18,40,30,32,39,33,31,19,19,21,122,59,204,161
2018,Mehed,maaline asustuspiirkond,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,maaline asustuspiirkond,20-24,13,3,5,3,0,1,0,0,0,0,0,0,0,0,1
2018,Mehed,maaline asustuspiirkond,25-29,47,2,6,7,6,6,4,2,1,0,0,0,0,0,13
2018,Mehed,maaline asustuspiirkond,30-34,88,2,10,6,7,11,9,10,5,5,4,9,0,0,10
2018,Mehed,maaline asustuspiirkond,35-39,137,6,7,7,7,10,11,8,3,8,5,32,10,0,23
2018,Mehed,maaline asustuspiirkond,40-44,135,2,6,3,4,7,5,4,6,4,3,39,22,12,18
2018,Mehed,maaline asustuspiirkond,45-49,139,2,1,1,3,3,2,5,2,1,5,20,15,50,29
2018,Mehed,maaline asustuspiirkond,50-54,95,1,2,0,3,1,0,1,2,1,1,11,8,43,21
2018,Mehed,maaline asustuspiirkond,55-59,77,0,1,1,2,0,0,1,0,0,2,3,4,42,21
2018,Mehed,maaline asustuspiirkond,60-64,51,0,0,1,0,0,1,0,0,0,1,6,0,26,16
2018,Mehed,maaline asustuspiirkond,65-69,24,0,1,1,0,0,1,0,0,0,0,1,0,14,6
2018,Mehed,maaline asustuspiirkond,70-74,15,0,0,0,0,0,0,0,0,0,0,1,0,12,2
2018,Mehed,maaline asustuspiirkond,75 ja vanemad,7,0,1,0,0,0,0,0,0,0,0,0,0,5,1
2018,Mehed,maaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,teadmata,Vanuserühmad kokku,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2018,Mehed,teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,teadmata,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,teadmata,30-34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,Mehed,teadmata,35-39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,teadmata,40-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,teadmata,45-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,teadmata,50-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,teadmata,60-64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,Mehed,teadmata,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mehed,teadmata,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Kokku,Vanuserühmad kokku,3199,67,165,167,186,177,147,117,93,109,93,442,226,602,608
2018,Naised,Kokku,15-19,7,3,2,0,0,0,0,0,0,0,0,0,0,0,2
2018,Naised,Kokku,20-24,134,11,33,24,22,10,5,0,0,0,0,0,0,0,29
2018,Naised,Kokku,25-29,389,17,43,52,59,58,33,25,17,9,8,4,0,0,64
2018,Naised,Kokku,30-34,559,15,43,46,50,40,46,47,35,36,26,89,5,0,81
2018,Naised,Kokku,35-39,549,8,21,20,20,39,34,21,21,33,20,147,71,7,87
2018,Naised,Kokku,40-44,484,8,12,11,17,15,12,12,13,14,21,111,79,65,94
2018,Naised,Kokku,45-49,415,4,5,7,9,8,9,5,5,9,8,51,44,177,74
2018,Naised,Kokku,50-54,258,1,3,1,7,4,3,4,2,5,5,20,14,120,69
2018,Naised,Kokku,55-59,176,0,1,1,2,2,3,3,0,2,5,13,8,97,39
2018,Naised,Kokku,60-64,109,0,0,2,0,1,1,0,0,1,0,3,3,65,33
2018,Naised,Kokku,65-69,53,0,1,1,0,0,0,0,0,0,0,3,1,31,16
2018,Naised,Kokku,70-74,26,0,1,0,0,0,0,0,0,0,0,1,1,19,4
2018,Naised,Kokku,75 ja vanemad,24,0,0,0,0,0,0,0,0,0,0,0,0,18,6
2018,Naised,Kokku,Vanus teadmata,16,0,0,2,0,0,1,0,0,0,0,0,0,3,10
2018,Naised,Elukoht teadmata,Vanuserühmad kokku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,30-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,35-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,40-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,45-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,50-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht teadmata,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht väljaspool Eestit,Vanuserühmad kokku,82,2,4,2,3,0,1,1,1,2,1,2,4,18,41
2018,Naised,Elukoht väljaspool Eestit,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht väljaspool Eestit,20-24,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2018,Naised,Elukoht väljaspool Eestit,25-29,7,0,1,0,1,0,0,0,0,2,0,0,0,0,3
2018,Naised,Elukoht väljaspool Eestit,30-34,9,0,0,0,0,0,0,1,0,0,1,0,0,0,7
2018,Naised,Elukoht väljaspool Eestit,35-39,7,0,0,0,0,0,0,0,0,0,0,0,2,1,4
2018,Naised,Elukoht väljaspool Eestit,40-44,7,1,0,0,0,0,0,0,1,0,0,1,1,0,3
2018,Naised,Elukoht väljaspool Eestit,45-49,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2
2018,Naised,Elukoht väljaspool Eestit,50-54,11,0,1,0,2,0,0,0,0,0,0,0,1,3,4
2018,Naised,Elukoht väljaspool Eestit,55-59,10,0,1,0,0,0,0,0,0,0,0,1,0,3,5
2018,Naised,Elukoht väljaspool Eestit,60-64,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2018,Naised,Elukoht väljaspool Eestit,65-69,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,Naised,Elukoht väljaspool Eestit,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht väljaspool Eestit,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,Elukoht väljaspool Eestit,Vanus teadmata,16,0,0,2,0,0,1,0,0,0,0,0,0,3,10
2018,Naised,Elukoht Eestis,Vanuserühmad kokku,3117,65,161,165,183,177,146,116,92,107,92,440,222,584,567
2018,Naised,Elukoht Eestis,15-19,7,3,2,0,0,0,0,0,0,0,0,0,0,0,2
2018,Naised,Elukoht Eestis,20-24,131,10,32,24,22,10,5,0,0,0,0,0,0,0,28
2018,Naised,Elukoht Eestis,25-29,382,17,42,52,58,58,33,25,17,7,8,4,0,0,61
2018,Naised,Elukoht Eestis,30-34,550,15,43,46,50,40,46,46,35,36,25,89,5,0,74
2018,Naised,Elukoht Eestis,35-39,542,8,21,20,20,39,34,21,21,33,20,147,69,6,83
2018,Naised,Elukoht Eestis,40-44,477,7,12,11,17,15,12,12,12,14,21,110,78,65,91
2018,Naised,Elukoht Eestis,45-49,409,4,5,7,9,8,9,5,5,9,8,51,44,173,72
2018,Naised,Elukoht Eestis,50-54,247,1,2,1,5,4,3,4,2,5,5,20,13,117,65
2018,Naised,Elukoht Eestis,55-59,166,0,0,1,2,2,3,3,0,2,5,12,8,94,34
2018,Naised,Elukoht Eestis,60-64,104,0,0,2,0,1,1,0,0,1,0,3,3,62,31
2018,Naised,Elukoht Eestis,65-69,52,0,1,1,0,0,0,0,0,0,0,3,1,30,16
2018,Naised,Elukoht Eestis,70-74,26,0,1,0,0,0,0,0,0,0,0,1,1,19,4
2018,Naised,Elukoht Eestis,75 ja vanemad,24,0,0,0,0,0,0,0,0,0,0,0,0,18,6
2018,Naised,Elukoht Eestis,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,Vanuserühmad kokku,2422,54,125,139,152,144,120,89,72,88,78,337,179,428,417
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,15-19,6,3,2,0,0,0,0,0,0,0,0,0,0,0,1
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,20-24,103,7,25,18,19,9,3,0,0,0,0,0,0,0,22
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,25-29,313,15,31,43,49,51,27,23,13,5,7,2,0,0,47
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,30-34,459,13,37,41,43,34,40,35,28,30,22,69,3,0,64
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,35-39,428,8,20,18,15,31,26,15,18,25,18,113,51,4,66
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,40-44,362,6,6,10,13,9,10,9,9,12,17,81,67,52,61
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,45-49,301,2,3,6,8,5,7,3,2,8,6,43,35,120,53
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,50-54,183,0,0,1,4,2,3,3,2,5,5,15,11,87,45
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,55-59,116,0,0,0,1,2,3,1,0,2,3,10,7,64,23
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,60-64,77,0,0,2,0,1,1,0,0,1,0,2,3,49,18
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,65-69,38,0,0,0,0,0,0,0,0,0,0,1,1,24,12
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,70-74,20,0,1,0,0,0,0,0,0,0,0,1,1,16,1
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,75 ja vanemad,16,0,0,0,0,0,0,0,0,0,0,0,0,12,4
2018,Naised,linnaline ja väikelinnaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,maaline asustuspiirkond,Vanuserühmad kokku,694,11,36,26,31,33,26,27,20,19,14,103,43,156,149
2018,Naised,maaline asustuspiirkond,15-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,Naised,maaline asustuspiirkond,20-24,28,3,7,6,3,1,2,0,0,0,0,0,0,0,6
2018,Naised,maaline asustuspiirkond,25-29,69,2,11,9,9,7,6,2,4,2,1,2,0,0,14
2018,Naised,maaline asustuspiirkond,30-34,91,2,6,5,7,6,6,11,7,6,3,20,2,0,10
2018,Naised,maaline asustuspiirkond,35-39,114,0,1,2,5,8,8,6,3,8,2,34,18,2,17
2018,Naised,maaline asustuspiirkond,40-44,115,1,6,1,4,6,2,3,3,2,4,29,11,13,30
2018,Naised,maaline asustuspiirkond,45-49,108,2,2,1,1,3,2,2,3,1,2,8,9,53,19
2018,Naised,maaline asustuspiirkond,50-54,64,1,2,0,1,2,0,1,0,0,0,5,2,30,20
2018,Naised,maaline asustuspiirkond,55-59,50,0,0,1,1,0,0,2,0,0,2,2,1,30,11
2018,Naised,maaline asustuspiirkond,60-64,27,0,0,0,0,0,0,0,0,0,0,1,0,13,13
2018,Naised,maaline asustuspiirkond,65-69,13,0,1,1,0,0,0,0,0,0,0,2,0,6,3
2018,Naised,maaline asustuspiirkond,70-74,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2018,Naised,maaline asustuspiirkond,75 ja vanemad,8,0,0,0,0,0,0,0,0,0,0,0,0,6,2
2018,Naised,maaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,teadmata,Vanuserühmad kokku,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,Naised,teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,teadmata,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,teadmata,30-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,teadmata,35-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,teadmata,40-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,teadmata,45-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,teadmata,50-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,teadmata,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,teadmata,65-69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,Naised,teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Naised,teadmata,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Kokku,Vanuserühmad kokku,2790,72,158,174,172,155,149,135,128,99,95,386,239,560,268
2019,Mehed,Kokku,15-19,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Kokku,20-24,50,8,17,10,9,3,1,1,0,0,0,0,0,0,1
2019,Mehed,Kokku,25-29,199,14,39,37,33,21,20,10,8,1,1,1,0,0,14
2019,Mehed,Kokku,30-34,416,10,40,48,44,53,31,37,36,22,21,38,1,0,35
2019,Mehed,Kokku,35-39,450,15,23,31,36,29,41,35,32,32,28,83,20,1,44
2019,Mehed,Kokku,40-44,487,14,14,24,26,21,29,17,24,23,23,111,94,35,32
2019,Mehed,Kokku,45-49,408,2,8,14,14,8,16,20,14,13,12,76,61,125,25
2019,Mehed,Kokku,50-54,305,3,13,7,4,11,6,6,4,2,4,40,34,148,23
2019,Mehed,Kokku,55-59,189,2,0,1,2,3,4,3,7,2,1,16,10,124,14
2019,Mehed,Kokku,60-64,117,1,2,2,2,4,1,3,1,2,3,12,11,60,13
2019,Mehed,Kokku,65-69,63,0,1,0,0,0,0,2,1,1,1,5,6,38,8
2019,Mehed,Kokku,70-74,28,0,0,0,2,2,0,1,1,1,0,1,2,14,4
2019,Mehed,Kokku,75 ja vanemad,26,0,0,0,0,0,0,0,0,0,1,3,0,15,7
2019,Mehed,Kokku,Vanus teadmata,48,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2019,Mehed,Elukoht teadmata,Vanuserühmad kokku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,30-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,35-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,40-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,45-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,50-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht teadmata,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht väljaspool Eestit,Vanuserühmad kokku,142,0,2,1,3,1,2,1,5,0,1,7,7,17,95
2019,Mehed,Elukoht väljaspool Eestit,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht väljaspool Eestit,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,Mehed,Elukoht väljaspool Eestit,25-29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2019,Mehed,Elukoht väljaspool Eestit,30-34,11,0,0,1,0,1,1,0,0,0,0,0,0,0,8
2019,Mehed,Elukoht väljaspool Eestit,35-39,21,0,1,0,1,0,0,0,3,0,0,3,1,0,12
2019,Mehed,Elukoht väljaspool Eestit,40-44,13,0,0,0,2,0,0,0,0,0,0,1,3,1,6
2019,Mehed,Elukoht väljaspool Eestit,45-49,14,0,0,0,0,0,0,1,1,0,1,3,0,2,6
2019,Mehed,Elukoht väljaspool Eestit,50-54,12,0,0,0,0,0,0,0,0,0,0,0,2,8,2
2019,Mehed,Elukoht väljaspool Eestit,55-59,9,0,0,0,0,0,1,0,0,0,0,0,1,4,3
2019,Mehed,Elukoht väljaspool Eestit,60-64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019,Mehed,Elukoht väljaspool Eestit,65-69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2019,Mehed,Elukoht väljaspool Eestit,70-74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Mehed,Elukoht väljaspool Eestit,75 ja vanemad,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2019,Mehed,Elukoht väljaspool Eestit,Vanus teadmata,48,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2019,Mehed,Elukoht Eestis,Vanuserühmad kokku,2648,72,156,173,169,154,147,134,123,99,94,379,232,543,173
2019,Mehed,Elukoht Eestis,15-19,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,Elukoht Eestis,20-24,49,8,17,10,9,3,1,1,0,0,0,0,0,0,0
2019,Mehed,Elukoht Eestis,25-29,196,14,38,37,33,21,20,10,8,1,1,1,0,0,12
2019,Mehed,Elukoht Eestis,30-34,405,10,40,47,44,52,30,37,36,22,21,38,1,0,27
2019,Mehed,Elukoht Eestis,35-39,429,15,22,31,35,29,41,35,29,32,28,80,19,1,32
2019,Mehed,Elukoht Eestis,40-44,474,14,14,24,24,21,29,17,24,23,23,110,91,34,26
2019,Mehed,Elukoht Eestis,45-49,394,2,8,14,14,8,16,19,13,13,11,73,61,123,19
2019,Mehed,Elukoht Eestis,50-54,293,3,13,7,4,11,6,6,4,2,4,40,32,140,21
2019,Mehed,Elukoht Eestis,55-59,180,2,0,1,2,3,3,3,7,2,1,16,9,120,11
2019,Mehed,Elukoht Eestis,60-64,115,1,2,2,2,4,1,3,1,2,3,12,11,60,11
2019,Mehed,Elukoht Eestis,65-69,59,0,1,0,0,0,0,2,1,1,1,5,6,38,4
2019,Mehed,Elukoht Eestis,70-74,27,0,0,0,2,2,0,1,0,1,0,1,2,14,4
2019,Mehed,Elukoht Eestis,75 ja vanemad,23,0,0,0,0,0,0,0,0,0,1,3,0,13,6
2019,Mehed,Elukoht Eestis,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,Vanuserühmad kokku,1903,56,123,136,110,110,119,104,97,68,71,281,159,348,121
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,15-19,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,20-24,39,6,14,9,5,3,1,1,0,0,0,0,0,0,0
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,25-29,137,10,29,32,16,15,16,7,6,0,0,1,0,0,5
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,30-34,318,9,33,36,30,39,26,33,34,14,13,27,1,0,23
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,35-39,342,13,19,22,26,22,32,27,23,29,24,64,13,1,27
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,40-44,338,10,12,19,14,13,21,12,18,13,15,87,63,24,17
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,45-49,260,1,4,11,12,6,14,13,6,6,9,51,41,74,12
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,50-54,190,1,9,4,2,5,5,6,3,2,4,25,21,88,15
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,55-59,125,2,0,1,1,2,3,1,6,1,1,12,7,81,7
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,60-64,85,1,2,2,2,3,1,2,1,2,3,10,7,43,6
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,65-69,32,0,0,0,0,0,0,2,0,0,1,1,5,20,3
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,70-74,16,0,0,0,2,2,0,0,0,1,0,1,1,7,2
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,75 ja vanemad,17,0,0,0,0,0,0,0,0,0,1,2,0,10,4
2019,Mehed,linnaline ja väikelinnaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,maaline asustuspiirkond,Vanuserühmad kokku,744,16,33,37,59,44,28,30,26,31,23,98,73,195,51
2019,Mehed,maaline asustuspiirkond,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mehed,maaline asustuspiirkond,20-24,10,2,3,1,4,0,0,0,0,0,0,0,0,0,0
2019,Mehed,maaline asustuspiirkond,25-29,59,4,9,5,17,6,4,3,2,1,1,0,0,0,7
2019,Mehed,maaline asustuspiirkond,30-34,86,1,7,11,14,13,4,4,2,8,8,11,0,0,3
2019,Mehed,maaline asustuspiirkond,35-39,87,2,3,9,9,7,9,8,6,3,4,16,6,0,5
2019,Mehed,maaline asustuspiirkond,40-44,136,4,2,5,10,8,8,5,6,10,8,23,28,10,9
2019,Mehed,maaline asustuspiirkond,45-49,134,1,4,3,2,2,2,6,7,7,2,22,20,49,7
2019,Mehed,maaline asustuspiirkond,50-54,103,2,4,3,2,6,1,0,1,0,0,15,11,52,6
2019,Mehed,maaline asustuspiirkond,55-59,55,0,0,0,1,1,0,2,1,1,0,4,2,39,4
2019,Mehed,maaline asustuspiirkond,60-64,30,0,0,0,0,1,0,1,0,0,0,2,4,17,5
2019,Mehed,maaline asustuspiirkond,65-69,27,0,1,0,0,0,0,0,1,1,0,4,1,18,1
2019,Mehed,maaline asustuspiirkond,70-74,11,0,0,0,0,0,0,1,0,0,0,0,1,7,2
